0	-41	222
-1	-41	222
-1	-42	222
-2	-43	222
-3	-43	222
-4	-44	222
-5	-45	222
-6	-46	222
-8	-48	222
-9	-52	222
-11	-53	222
-12	-55	222
-14	-56	222
-15	-57	222
-17	-59	222
-19	-61	222
-21	-62	222
-23	-64	222
-25	-65	222
-27	-66	222
-27	-63	222
-28	-62	222
-30	-62	222
-34	-67	222
-36	-68	222
-45	-81	222
-50	-84	222
-54	-88	222
-59	-92	222
-65	-97	222
0	0	128
0	0	128
0	0	128
-62	-77	222
-64	-76	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
-163	-134	222
-172	-135	222
-87	-65	222
-85	-61	222
-84	-57	222
-84	-54	222
-84	-52	222
-83	-50	222
-84	-48	222
-85	-46	222
-86	-44	222
-88	-43	222
-76	-35	222
-76	-33	222
-75	-30	222
-75	-29	222
-76	-27	222
-76	-25	222
-77	-24	222
-79	-23	222
-82	-22	222
-90	-22	222
-90	-20	222
-90	-18	222
-91	-16	222
-91	-15	222
-91	-13	222
-92	-11	222
-93	-9	222
-95	-7	222
-98	-5	222
-115	-4	222
0	0	128
-47	0	222
-45	1	222
-44	2	222
-43	3	222
-42	4	222
-42	5	222
-41	5	222
-41	6	222
-41	7	222
-40	8	222
-40	9	222
-40	10	222
-34	9	222
-34	10	222
-33	10	222
-32	11	222
-32	11	222
-31	12	222
-30	12	222
-30	13	222
-29	13	222
-28	14	222
-28	14	222
-27	15	222
-26	15	222
-26	15	222
-25	16	222
-25	16	222
-24	17	222
-24	17	222
-23	17	222
-23	18	222
-22	18	222
-22	19	222
-21	19	222
-21	19	222
-20	20	222
-20	20	222
-19	20	222
-19	21	222
-18	21	222
-18	21	222
-17	22	222
-17	22	222
-16	23	222
-16	23	222
-15	23	222
-15	24	222
-14	24	222
-14	24	222
-13	25	222
-13	25	222
-12	25	222
-12	26	222
-12	26	222
-11	27	222
-10	27	222
-10	27	222
-9	28	222
-9	28	222
-8	28	222
-8	29	222
-7	29	222
-7	30	222
-6	30	222
-6	31	222
-5	31	222
-5	31	222
-4	32	222
-3	32	222
-3	33	222
-2	33	222
-1	33	222
0	32	222
0	31	222
0	30	222
0	29	222
1	28	222
2	28	222
2	27	222
3	26	222
3	26	222
4	25	222
4	25	222
5	24	222
5	23	222
6	23	222
6	22	222
6	22	222
7	21	222
7	21	222
7	21	222
8	20	222
8	20	222
8	19	222
9	19	222
9	18	222
9	18	222
10	18	222
10	17	222
10	17	222
10	17	222
11	16	222
11	16	222
11	15	222
12	15	222
12	15	222
12	14	222
12	14	222
13	14	222
13	13	222
13	13	222
13	13	222
14	12	222
14	12	222
14	12	222
14	11	222
14	11	222
15	11	222
15	11	222
15	10	222
16	10	222
16	10	222
16	9	222
16	9	222
16	9	222
17	8	222
17	8	222
17	8	222
17	7	222
18	7	222
18	7	222
18	6	222
19	6	222
19	6	222
19	5	222
19	5	222
20	5	222
20	4	222
20	4	222
20	3	222
21	3	222
21	3	222
21	2	222
22	2	222
22	1	222
22	1	222
23	1	222
23	0	222
23	0	222
24	0	222
24	0	222
25	-1	222
25	-1	222
25	-2	222
26	-2	222
25	-3	222
25	-3	222
24	-4	222
24	-4	222
23	-5	222
23	-5	222
22	-6	222
22	-6	222
22	-7	222
23	-7	222
23	-8	222
24	-9	222
25	-10	222
25	-10	222
26	-11	222
27	-12	222
28	-14	222
29	-15	222
30	-16	222
29	-17	222
29	-17	222
28	-18	222
28	-18	222
27	-19	222
27	-19	222
26	-19	222
25	-20	222
25	-20	222
24	-21	222
24	-21	222
23	-22	222
23	-22	222
22	-22	222
21	-23	222
21	-23	222
20	-24	222
20	-24	222
19	-24	222
19	-25	222
18	-25	222
18	-26	222
17	-26	222
17	-26	222
16	-27	222
16	-27	222
15	-28	222
15	-28	222
14	-28	222
14	-29	222
13	-29	222
12	-30	222
12	-30	222
11	-30	222
11	-31	222
10	-31	222
10	-32	222
9	-32	222
8	-33	222
8	-33	222
7	-33	222
6	-34	222
6	-34	222
5	-35	222
5	-35	222
4	-36	222
3	-36	222
2	-37	222
2	-38	222
1	-38	222
0	-39	222
