0	-36	222
0	-36	222
-1	-36	222
-2	-36	222
-3	-36	222
-4	-36	222
-4	-36	222
-5	-36	222
-6	-36	222
-7	-36	222
-8	-36	222
-9	-35	222
-9	-35	222
-10	-35	222
-11	-35	222
-12	-35	222
-13	-35	222
-14	-35	222
-15	-35	222
-16	-35	222
-17	-35	222
-17	-35	222
-18	-34	222
-19	-34	222
-20	-34	222
-21	-34	222
-22	-34	222
-23	-34	222
-25	-34	222
-26	-34	222
-27	-34	222
-28	-34	222
-29	-33	222
-30	-33	222
-32	-33	222
-34	-34	222
-35	-34	222
-37	-34	222
-39	-34	222
-40	-33	222
-42	-33	222
-44	-33	222
-50	-36	222
-52	-36	222
-54	-36	222
-56	-36	222
-60	-36	222
-63	-36	222
-66	-36	222
-67	-34	222
-66	-32	222
-69	-32	222
-71	-31	222
-72	-29	222
-73	-28	222
-77	-23	222
-77	-21	222
-78	-20	222
-79	-18	222
-80	-17	222
-83	-15	222
-167	-24	222
-149	-15	222
-145	-11	222
-119	-1	222
-117	1	222
-115	4	222
-114	6	222
-114	9	222
-116	12	222
-117	15	222
-155	26	222
-149	29	222
-160	34	222
-137	36	222
-114	33	222
-129	40	222
-126	43	222
-125	45	222
-123	48	222
-123	51	222
-95	42	222
-68	32	222
-87	46	222
-84	47	222
-83	49	222
-81	50	222
-49	34	222
-63	48	222
-52	44	222
-61	53	222
-27	26	222
-25	26	222
-24	26	222
-23	25	222
-22	25	222
-20	25	222
-19	25	222
-18	25	222
-17	25	222
-17	25	222
-16	25	222
-15	25	222
-14	25	222
-13	24	222
-12	24	222
-12	24	222
-11	24	222
-10	24	222
-9	24	222
-9	24	222
-8	24	222
-7	24	222
-7	24	222
-6	24	222
-6	24	222
-5	24	222
-4	24	222
-4	24	222
-3	24	222
-3	24	222
-2	24	222
-2	23	222
-1	23	222
0	23	222
0	23	222
0	23	222
0	23	222
1	23	222
1	23	222
2	23	222
2	23	222
3	23	222
3	23	222
4	23	222
4	23	222
5	23	222
5	23	222
6	23	222
7	23	222
7	23	222
8	23	222
8	22	222
9	22	222
9	22	222
10	22	222
11	22	222
11	22	222
12	22	222
12	22	222
13	22	222
13	20	222
13	19	222
13	18	222
13	17	222
12	16	222
12	15	222
12	15	222
12	14	222
12	13	222
12	12	222
12	12	222
12	11	222
12	10	222
12	10	222
