0	0	128
0	-30	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
-15	-80	222
0	0	128
-19	-82	222
0	0	128
-23	-83	222
0	0	128
-25	-81	222
-27	-82	222
-28	-80	222
0	0	128
-37	-86	222
0	0	128
0	0	128
-43	-86	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
-15	-22	222
-15	-20	222
-15	-19	222
-16	-19	222
-16	-18	222
-16	-18	222
-17	-18	222
-17	-17	222
-18	-18	222
-19	-18	222
-19	-17	222
-20	-17	222
-21	-17	222
-22	-17	222
-23	-17	222
-23	-16	222
-24	-16	222
-25	-16	222
-26	-16	222
-27	-16	222
-28	-16	222
-29	-15	222
-30	-15	222
-40	-18	222
0	0	128
-30	-13	222
-30	-12	222
-29	-11	222
-29	-10	222
-29	-9	222
-28	-8	222
-28	-7	222
-28	-7	222
-28	-6	222
-28	-5	222
-28	-5	222
-27	-4	222
-28	-3	222
-27	-3	222
-26	-2	222
-25	-1	222
-25	-1	222
-24	0	222
-25	0	222
-25	0	222
-25	1	222
-25	1	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
-169	116	222
0	0	128
-171	123	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
-10	23	222
-8	21	222
-7	21	222
-7	20	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
-1	23	222
0	0	128
0	24	222
0	24	222
0	25	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
68	146	222
0	0	128
69	141	222
74	143	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
99	130	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
147	93	222
0	0	128
0	0	128
147	80	222
0	0	128
147	76	222
147	72	222
146	68	222
147	64	222
146	56	222
0	0	128
147	53	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
42	8	222
40	7	222
39	6	222
38	5	222
37	4	222
35	3	222
34	2	222
33	1	222
32	0	222
32	0	222
32	0	222
31	-1	222
0	0	128
34	-3	222
0	0	128
33	-5	222
0	0	128
0	0	128
6	-1	222
0	0	128
0	0	128
0	0	128
0	0	128
144	-45	222
0	0	128
143	-49	222
142	-52	222
142	-56	222
142	-59	222
142	-63	222
142	-66	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
89	-63	222
0	0	128
84	-63	222
80	-62	222
77	-63	222
96	-86	222
0	0	128
93	-86	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
14	-23	222
13	-23	222
13	-23	222
13	-24	222
0	0	128
0	0	128
0	0	128
0	0	128
0	0	128
9	-25	222
6	-19	222
5	-19	222
5	-19	222
5	-19	222
4	-19	222
4	-19	222
4	-20	222
4	-24	222
3	-24	222
2	-21	222
2	-20	222
1	-20	222
1	-20	222
0	-21	222
0	-21	222
